#version 1.0
#Date 11-13-2017
1-Oct	mitochondrial intermediate peptidase
AQR	Intron-binding protein aquarius
AQR1	Plasma membrane transporter
AQR2	A(acid, azole) Q(quinidine) Resistance multidrug resistance transporter
AQY1	Aquaporin-1
AQY2	Aquaporin-2
ARA1	D-arabinose 1-dehydrogenase (NAD(P)(+))
ARA2	D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA2
ARB1	ABC transporter ATP-binding protein ARB1
ARB1-1	ATPase of the ATP-binding cassette
ARB1-2	ATPase of the ATP-binding cassette
ARC1	G4 quadruplex nucleic acid binding protein
ARC15	arp2/3 complex subunit
ARC18	subunit of the Arp2/3 complex
ARC19	Arp complex subunit
ARC35	Arp complex subunit
ARC40	actin-related protein 2/3 complex subunit 1
ARCA2	Arginine deiminase 2
ARCD	Arginine/ornithine antiporter
ARCN1	Coatomer subunit delta
ARD	D-arabinitol 2-dehydrogenase [ribulose-forming]
ARD1	N-terminal acetyltransferase A complex catalytic subunit ARD1
ARD1_0	D-arabinitol dehydrogenase 1
ARD1_1	D-arabinitol dehydrogenase 1
ARD1_2	D-arabinitol 2-dehydrogenase [ribulose-forming]
ARD2	D-arabinitol 2-dehydrogenase [ribulose forming] (ARDH)
ARDH	D-arabinitol 2-dehydrogenase [ribulose-forming]
ARD_0	D-arabinitol 2-dehydrogenase [ribulose-forming]
ARD_1	D-arabinitol 2-dehydrogenase [ribulose-forming]
ARE1	acyl-CoA/sterol acyltransferase
ARE2	Sterol O-acyltransferase 2 (Sterol-ester synthase 2)
AREA	Nitrogen regulatory protein areA
ARF	ADP-ribosylation factor
ARF1	Arf family GTPase ARF1
ARF2	ADP-ribosylation factor 2
ARF3	Arf family GTPase ARF3
ARF5	ADP-ribosylation factor
ARFG2	ADP-ribosylation factor GTPase-activating protein 2
ARF_0	ADP-ribosylation factor
ARF_1	ADP-ribosylation factor
ARG1	argininosuccinate synthetase
ARG2	Amino-acid acetyltransferase, mitochondrial
ARG3	ornithine carbamoyltransferase
ARG4	argininosuccinate lyase
ARG5,6	Protein ARG5,6, mitochondrial
ARG7	glutamate N-acetyltransferase
ARG8	acetylornithine aminotransferase
ARG80	transcription factor
ARG81	arginine metabolism regulation protein II
ARG82	Inositol polyphosphate multikinase (IPMK)
ARG82_0	Inositol polyphosphate multikinase
ARG82_1	Inositol polyphosphate multikinase
ARG83	Putative transcription factor
ARH1	NADPH-adrenodoxin reductase
ARH2	NADPH-adrenodoxin reductase
ARHGAP15	Rho GTPase-activating protein 15
ARHGAP15_0	Rho GTPase-activating protein 15
ARHGAP15_1	Rho GTPase-activating protein 15
ARHGAP23	Rho GTPase-activating protein 23
ARHGAP23_0	Rho GTPase-activating protein 23
ARHGAP23_1	Rho GTPase-activating protein 23
ARHGAP39_0	Rho GTPase-activating protein 39
ARHGAP39_1	Rho GTPase-activating protein 39
ARI	Aldehyde reductase 1
ARI1	carbonyl reductase (NADPH-dependent) ARI1
ARID2	AT-rich interactive domain-containing protein 2
ARID2401	ARID/BRIGHT DNA-binding domain-containing protein
ARIH2	E3 ubiquitin-protein ligase ARIH2
ARI_0	Aldehyde reductase 1
ARI_1	Aldehyde reductase 1
ARK1	Serine/threonine-protein kinase ark1
ARK2	protein kinase aurora-related
ARL1	Arf family GTPase ARL1
ARL1_0	ADP-ribosylation factor-like protein 1
ARL1_1	ADP-ribosylation factor-like protein 1
ARL2	ADP-ribosylation factor-like protein 2
ARL5A	ADP-ribosylation factor-like protein 5A
ARL8B	ADP-ribosylation factor-like protein 8B
ARMC7	Armadillo repeat-containing protein 7
ARMC8_0	Armadillo repeat-containing protein 8
ARMC8_1	Armadillo repeat-containing protein 8
ARN1	siderophore transporter
ARN2	Siderophore Iron Transport
ARN5	ARN family transporter for siderophore-iron chelates
ARN6	endosomal ferric enterobactin transporter
ARO1	3-dehydroquinate dehydratase (3-dehydroquinase)
ARO2	bifunctional chorismate synthase/riboflavin reductase [NAD(P)H] ARO2
ARO3	3-deoxy-7-phosphoheptulonate synthase
ARO3-1	3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase
ARO3-2	3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase
ARO4	3-deoxy-7-phosphoheptulonate synthase
ARO7	chorismate mutase ARO7
ARO8	Aromatic/aminoadipate aminotransferase 1
ARO9	aromatic amino acid aminotransferase II
ARO9.1	aromatic amino acid aminotransferase II
ARO9.2	aromatic amino acid aminotransferase II
ARO10	phenylpyruvate decarboxylase
ARO10-1	Phenylpyruvate decarboxylase
ARO10-2	Phenylpyruvate decarboxylase
ARO80	zinc finger transcriptional activator
AROC	Chorismate synthase
ARP1	centractin- actin-related protein of the dynactin complex
ARP2	actin-related protein
ARP3	actin-related protein
ARP4	NuA4 histone acetyltransferase subunit
ARP5	actin-related protein 5
ARP6	actin-related protein
ARP7	general RNA polymerase II transcription factor
ARP8	actin-like protein ARP8
ARP9	Actin-like protein ARP9 (SWI/SNF complex component ARP9)
ARP10	Actin-like protein (Actin-related protein 2)
ARP2101	Actin-related protein, ARP4 class
ARP2102	Actin-related protein, ARP8 class
ARP2104	Actin-related protein, ARP5 class
ARP2107	Actin-related protein, ARP1 class
ARP2108	Actin-related protein, ARP2 class
ARP2109	Actin-related protein, ARP3 class
ARP2401	actin-related protein, ARP2 class
ARP2402	actin-related protein, ARP5 class
ARP2403	fungal specific actin related protein
ARP2404	actin-related protein, ARP8 class
ARP2405	actin-related protein, ARP6 class
ARP2406	actin-related protein, ARP3 class
ARP2407	actin-related protein, ARP4 class
ARP2408	actin-related protein, ARP9 class
ARP2409	actin-related protein, ARP1 class
ARP16201	actin-related protein
ARP16202	actin-related protein Arp4p
ARP16203	actin-related protein Arp6
ARP16204	actin-related protein Arp5p
ARP16207	fungal specific actin related protein
ARR1	arsenicals resistance
ARR3	arsenicals resistance
ARR4	pump-driving ATPase
ARRDC2	Arrestin domain-containing protein 2
ARS	Arylsulfatase
ARS1	Arylsulfatase (AS) (Aryl-sulfate sulphohydrolase)
ART5	Arrestin-related trafficking adapter 5
ARV1	sterol homeostasis protein
ARY100	D-arabinitol 2-dehydrogenase
ASA1	ASTRA complex subunit, involved in chromatin remodeling
ASADH	aspartate semialdehyde dehydrogenase
ASC1	G-protein beta subunit and guanine dissociation inhibitor for Gpa2p
ASCC2	Activating signal cointegrator 1 complex subunit 2
ASE1	Microtubule bundling protein
ASF1	Histone chaperone ASF1
ASF2	anti-silencing function protein
ASG1	Asparaginase
ASG7	a-specific gene
ASH1	DNA-binding transcription repressor
ASH2	transcription factor, contains a PHD finger motif
ASHR1	Histone-lysine N-methyltransferase ASHR1
ASHR1_0	Histone-lysine N-methyltransferase ASHR1
ASHR1_1	Histone-lysine N-methyltransferase ASHR1
ASI1	amino acid sensor-independent protein
ASI2	amino acid sensor-independent protein
ASI3	amino acid sensor-independent protein
ASK1	DASH complex subunit ask1
ASK10	transcriptional activator
ASM4	FG-nucleoporin ASM4
ASMTL	N-acetylserotonin O-methyltransferase-like protein
ASN1	asparagine synthetase
ASN2	Asparagine synthetase
ASN17821	glutamate decarboxylase
ASN40014	urea amidolyase
ASN40264	glucose oxidase
ASN50297	alpha-amylase
ASN215015	polyketide synthase
ASND1	Asparagine synthetase domain-containing protein
ASNSD1	Asparagine synthetase domain-containing protein 1
ASO	L-ascorbate oxidase
ASP1	L-asparaginase 1
ASP3-1	asparaginase ASP3-1
ASP3-2	asparaginase ASP3-2
ASP3-3	asparaginase ASP3-3
ASP3-4	asparaginase ASP3-4
ASPG	lysophospholipase
ASPSCR1	Tether containing UBX domain for GLUT4
ASR1	ubiquitin-protein ligase ASR1
AST1	ATPase-stabilizing protein
AST2	Protein AST2
ASUN	Protein asunder
AT1A	Sodium/potassium-transporting ATPase subunit alpha
AT1A_0	Sodium/potassium-transporting ATPase subunit alpha-A
AT1A_1	Sodium/potassium-transporting ATPase subunit alpha-A
AT1A_2	Sodium/potassium-transporting ATPase subunit alpha
AT8A1	phospholipid-transporting ATPase IA
ATAD1	ATPase family AAA domain-containing protein 1
ATAD3B_0	ATPase family AAA domain-containing protein 3B
ATAD3B_1	ATPase family AAA domain-containing protein 3B
ATAD5	ATPase family AAA domain-containing protein 5
ATBD4	ATP-binding domain protein 4
ATBP3	ATP-binding domain-containing protein 3
ATC1	alpha,alpha-trehalase
ATC9	cation translocating P-type ATPase
ATE1	Arginyl-tRNA--protein transferase 1
ATF1	alcohol acetyltransferase
ATF2	alcohol O-acetyltransferase
ATF6B	Cyclic AMP-dependent transcription factor ATF-6 beta
ATG1	Serine/threonine-protein kinase
ATG2	autophagy-related protein 2
ATG3	E2-like enzyme
ATG4	Cysteine protease
ATG5	autophagy protein 5
ATG6	autophagy protein
ATG7	Autophagy-related protein 7 (Autophagy-related E1-like activating enzyme ATG7)
ATG8	ubiquitin-like protein ATG8
ATG8_0	Autophagy-related protein 8
ATG8_1	Autophagy-related protein 8
ATG9	autophagy protein ATG9
ATG10	E2-like conjugating enzyme
ATG11	oligomeric, coiled-coil, peripheral membrane protein
ATG12_0	Ubiquitin-like protein ATG12
ATG12_1	Ubiquitin-like protein ATG12
ATG12_2	Ubiquitin-like protein ATG12
ATG13	autophagy-related protein 13
ATG14	autophagy-related protein 14
ATG15	Putative lipase atg15
ATG16	ATG16-like protein
ATG17	autophagy-related protein 17
ATG18	autophagy-related protein
ATG18-1	Autophagy-related protein 18
ATG18-2	Autophagy-related protein 18
ATG19	receptor for biosynthetic cytoplasm to vacuole targeting
ATG20	Autophagy-related protein 20
ATG21	Autophagy-related protein 21
ATG22	Autophagy-related protein 22
ATG23	autophagy-related protein
ATG26_0	Sterol 3-beta-glucosyltransferase
ATG26_1	Sterol 3-beta-glucosyltransferase
ATG27	type II membrane protein
ATG27_0	Autophagy-related protein 27
ATG27_1	Autophagy-related protein 27
ATG28	Autophagy related protein
ATG29	autophagy-related protein
ATG30	Malonyl-CoA decarboxylase
ATG32	mitophagy protein ATG32
ATH1	alpha,alpha-trehalase ATH1
ATK2	Kinesin-2
ATL2	Putative RING-H2 finger protein
ATM1	mitochondrial ABC transporter
ATO2	ammonia (ammonium) transport outward
ATO2_0	Ammonia transport outward protein 2
ATO2_1	Ammonia transport outward protein 2
ATO2_2	Ammonia transport outward protein 2
ATO2_3	Ammonia transport outward protein 2
ATO3	ammonia (ammonium) transport outward
ATP1	Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase
ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1
ATP1A2	Sodium/potassium-transporting ATPase subunit alpha-2
ATP1_0	ATP synthase subunit alpha, mitochondrial
ATP1_1	ATP synthase subunit alpha, mitochondrial
ATP1_2	ATP synthase F1 subcomplex alpha subunit ATP1
ATP1_3	ATP synthase F1 subcomplex alpha subunit ATP1
ATP2	ATP2, beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase
ATP2A3	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3
ATP2_0	ATP synthase subunit beta, mitochondrial
ATP2_1	ATP synthase subunit beta, mitochondrial
ATP2_2	ATP synthase F1 subcomplex beta subunit ATP2
ATP2_3	ATP synthase F1 subcomplex beta subunit ATP2
ATP2_4	ATP synthase F1 subcomplex beta subunit ATP2
ATP3	ATP3 gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase
ATP4	ATP4 subunit B of the stator stalk of mitochondrial F1F0 ATP synthase
ATP4_2	ATP synthase F0 subcomplex subunit B ATP4
ATP5	ATP synthase F0 subcomplex subunit OSCP ATP5
ATP5E	ATP synthase subunit epsilon, mitochondrial
ATP6	ATP synthase subunit H family protein (Va0H) (ATP6H) (Atp6v0e)
ATP6C1	V-type ATPase subunit C
ATP6C2	vacuolar ATP synthase subunit C
ATP6C3	V-type ATPase subunit C
ATP6C4	V-type ATPase subunit C
ATP6V1C1	V-type proton ATPase subunit C 1
ATP6V1D1	vacuolar ATP synthase subunit D
ATP6V1D2	vacuolar ATP synthase subunit D
ATP6V1E1	V-type proton ATPase subunit E 1
ATP6V1H	V-type proton ATPase subunit H
ATP7	ATP synthase d subunit
ATP7A_0	Copper-transporting ATPase 1
ATP7A_1	Copper-transporting ATPase 1
ATP8	ATP synthase subunit 8
ATP9	ATPase complex subunit 9
ATP9A	ATP synthase subunit 9
ATP9B	ATP synthase subunit 9
ATP10	Mitochondrial ATPase complex subunit ATP10
ATP11	ATP11, mitochondrial F1-ATPase assembly protein
ATP11_2	ATP11, mitochondrial F1-ATPase assembly protein
ATP12	ATP synthase complex assembly protein ATP12
ATP12A	Potassium-transporting ATPase alpha chain 2
ATP14	ATP synthase F0 subcomplex subunit H ATP14
ATP15	F1F0 ATP synthase subunit epsilon
ATP15_2	ATP synthase F1 subcomplex epsilon subunit ATP15
ATP16	delta subunit of the central stalk of mitochondrial F1F0 ATP synthase, ATP16
ATP16_2	ATP synthase F1 subcomplex delta subunit ATP16
ATP17	ATP synthase f chain, mitochondrial precursor
ATP17_2	ATP synthase F0 subcomplex subunit F ATP17
ATP18	ATP18 subunit J of the mitochondrial F1F0 ATP synthase
ATP18_2	ATP synthase subunit J ATP18
ATP19	F1F0 ATP synthase subunit k
ATP20	ATP synthase subunit G ATP20
ATP21	ATP synthase subunit E ATP21
ATP21_2	ATP synthase subunit E ATP21
ATP22	mitochondrial translation factor ATP22
ATP25	ATPase synthesis protein 25 mitochondrial
ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
ATPK2	Serine/threonine-protein kinase AtPK2/AtPK19
ATPO	ATP synthase subunit O, mitochondrial
ATR1	multidrug-resistance type transporter aminotriazole resistance
ATR2	MFS family transporter multidrug-resistance type transporter
ATR3	multidrug-resistance type transporter
ATRX	Protein CHROMATIN REMODELING 20
ATS1	alpha tubulin suppressor
ATX1	Cytosolic copper metallochaperone
ATX1_0	Metal homeostasis factor ATX1
ATX1_1	Metal homeostasis factor ATX1
ATX2	Mn(2+) transporter ATX2
AUH	Methylglutaconyl-CoA hydratase, mitochondrial
AUR1	Phosphatidylinositol:ceramide phosphoinositol transferase (IPC synthase)
AURKA	Aurora kinase A
AUS1	ATP-binding cassette sterol transporter AUS1
AUT1	Arabinose-proton symporter (Arabinose transporter)
AUT7	ubiquitin-like protein
AVL9	late secretory pathway protein avl9
AVO1	Component of a membrane-bound complex containing the Tor2p kinase
AVO2	Target of rapamycin complex 2 subunit AVO2
AVT1	Vacuolar amino acid transporter 1
AVT1_0	Vacuolar amino acid transporter 1
AVT1_1	Vacuolar amino acid transporter 1
AVT1_2	Vacuolar amino acid transporter 1
AVT1_3	Vacuolar amino acid transporter 1
AVT2	vacuolar amino acid transporter 2
AVT2_0	Vacuolar amino acid transporter 2
AVT2_1	Vacuolar amino acid transporter 2
AVT3	neutral amino acid transporter
AVT3_0	Vacuolar amino acid transporter 3
AVT3_1	Vacuolar amino acid transporter 3
AVT4	vacuolar amino acid transporter 4
AVT5	amino acid vacuolar transport
AVT6	aspartate/glutamate transporter
AVT7	Vacuolar amino acid transporter 7
AWA1	Cell wall protein
AXL1	Endoprotease
AXL2	polarity establishment/cellular polarization
AYF1	Putative arylsulfotransferase
AYF2	Putative arylsulfotransferase
AYR1	NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase
AYR2	1-acyl dihydroxyacetone phosphate reductase
AYR3	1-Acyl dihydroxyacetone phosphate reductase ribitol 2-dehydrogenase
AYT1	Trichothecene 3-O-acetyltransferase
AZF1	DNA-binding transcription factor
AZF2	asparagine-rich zinc finger protein
AZR1	azole transporter
AZR2	MDR transporter
AZR3	Azole resistance protein 1
AaPEX6	ATP binding
Aaas	Aladin
Aacs	Acetoacetyl-CoA synthetase
Aaed1	Thioredoxin-like protein AAED1
Aaed1_0	Thioredoxin-like protein AAED1
Aaed1_1	Thioredoxin-like protein AAED1
Aagab	Alpha- and gamma-adaptin-binding protein p34
Aarsd1	Alanyl-tRNA editing protein Aarsd1
Aasdhppt	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
Aass	Alpha-aminoadipic semialdehyde synthase, mitochondrial
Aats-cys	Cysteine--tRNA ligase, cytoplasmic
AbaA	TEA/ATTS transcription factor
Abcb6_0	ATP-binding cassette sub-family B member 6, mitochondrial
Abcb6_1	ATP-binding cassette sub-family B member 6, mitochondrial
Abcd2	ATP-binding cassette sub-family D member 2
Abce1	ATP-binding cassette sub-family E member 1
AcPacC	metal ion binding
Acaa1a	3-ketoacyl-CoA thiolase A peroxisomal
Acaa1b	3-ketoacyl-CoA thiolase B, peroxisomal
Acaa1b_0	3-ketoacyl-CoA thiolase B, peroxisomal
Acaa1b_1	3-ketoacyl-CoA thiolase B, peroxisomal
Acad10	Acyl-CoA dehydrogenase family member 10
Acad11	Acyl-CoA dehydrogenase family member 11
Acadl	Long-chain specific acyl-CoA dehydrogenase, mitochondrial
Acadsb	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial
Acadvl	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial
Acap2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2
Acbd6	Acyl-CoA-binding domain-containing protein 6
Acc1	acetyl-CoA carboxylase
Ache	Acetylcholinesterase
Acot8	Acyl-coenzyme A thioesterase 8
Acot10	acyl-coenzyme A thioesterase 10
Acot13	Acyl-coenzyme A thioesterase 13
Acox1	Peroxisomal acyl-coenzyme A oxidase 1
Acsf3	Acyl-CoA synthetase family member 3, mitochondrial
Acsl5	Long-chain-fatty-acid--CoA ligase 5
Acsl6	Long-chain-fatty-acid--CoA ligase 6
Acsm4	Acyl-coenzyme A synthetase ACSM4, mitochondrial
Acss3	Acyl-CoA synthetase short-chain family member 3, mitochondrial
Act1p	Actin/actin-like protein
Actin	actin
Actl6a	Actin-like protein 6A
Actr2	Actin-related protein 2
Acu1	K, P-type ATPase
Acu2	K, P-type ATPase (mediates high-affinity potassium or sodium uptake)
Adam	Eukaryotic translation initiation factor 3 subunit J
Adarb1	Double-stranded RNA-specific editase 1
Adat2	tRNA-specific adenosine deaminase 2
Adhfe1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial
AdipoR	Adiponectin receptor protein
Adk3	adenylate kinase
Adr1	Protein kinase A, catalytic subunit
Agfg1	Arf-GAP domain and FG repeat-containing protein 1
Aggf1	Angiogenic factor with G patch and FHA domains 1
Ago1	Protein argonaute-1
Ago2	Protein argonaute-2
Agpat6	Glycerol-3-phosphate acyltransferase 4
Agtrap	Type-1 angiotensin II receptor-associated protein
Ak3	GTP:AMP phosphotransferase AK3, mitochondrial
Akr7a2	Aflatoxin B1 aldehyde reductase member 2
Akr7a3	Aflatoxin B1 aldehyde reductase member 3
Akt3	RAC-gamma serine/threonine-protein kinase
Ald1	aldehyde dehydrogenase (NAD+)
Aldh3a1	Aldehyde dehydrogenase, dimeric NADP-preferring
Aldh3b1	Aldehyde dehydrogenase family 3 member B1
Aldh6a1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial
Alg1	Chitobiosyldiphosphodolichol beta-mannosyltransferase
Alg11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase
Alkbh3	Alpha-ketoglutarate-dependent dioxygenase alkB 3
Alkbh6	Alpha-ketoglutarate-dependent dioxygenase alkB 6
Als1	5-aminolevulinate synthase
Alyref2	Aly/REF export factor 2
Amacr	Alpha-methylacyl-CoA racemase
Ammecr1l	AMMECR1-like protein
Anapc2	Anaphase-promoting complex subunit 2
Anapc4	Anaphase-promoting complex subunit 4
Ankrd1	Ankyrin repeat domain-containing protein 1
Ankrd40	Ankyrin repeat domain-containing protein 40
Ankrd44	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B
Ankrd63	Ankyrin repeat domain-containing protein 63
Anxa11_0	Annexin A11
Anxa11_1	Annexin A11
Aoc1	Amiloride-sensitive amine oxidase [copper-containing]
Ap2b1	AP-2 complex subunit beta
Ap3d1	AP-3 complex subunit delta-1
Ap3s1	AP-3 complex subunit sigma-1
Ap4e1	AP-4 complex subunit epsilon-1
Apeh	Acylamino-acid-releasing enzyme
Apex1	DNA-(apurinic or apyrimidinic site) lyase
Aph1a	Gamma-secretase subunit APH-1A
Apip	methylthioribulose-1-phosphate dehydratase
Aqp3	Aquaporin-3
Aqp9	Aquaporin-9
Arcn1	Coatomer subunit delta
Arf6	ADP-ribosylation factor 6
Arfrp1	ADP-ribosylation factor-related protein 1
Arhgap8	Rho GTPase-activating protein 8
Arhgap15	Rho GTPase-activating protein 15
Arhgap22	Rho GTPase-activating protein 22
Arhgap24	Rho GTPase-activating protein 24
Arhgap27	Rho GTPase-activating protein 27
Ari1	Aristolochene synthase
Arl2	ADP-ribosylation factor-like protein 2
Arl8a	ADP-ribosylation factor-like protein 8A
Arl8b	ADP-ribosylation factor-like protein 8B
Armc8	Armadillo repeat-containing protein 8
Arpc1a	Actin-related protein 2/3 complex subunit 1A
Arpc4	Actin-related protein 2/3 complex subunit 4
Arpc4_0	Actin-related protein 2/3 complex subunit 4
Arpc4_1	Actin-related protein 2/3 complex subunit 4
Arpc5	Actin-related protein 2/3 complex subunit 5
Arrdc2	Arrestin domain-containing protein 2
Ars2	Serrate RNA effector molecule
Asb3	Ankyrin repeat and SOCS box protein 3
Ash1l	Histone-lysine N-methyltransferase ASH1L
Asm-1	ascospore maturation 1 protein
Aspg	60 kDa lysophospholipase
Aspscr1	Tether containing UBX domain for GLUT4
Atad1	ATPase family AAA domain-containing protein 1
